,Objem,Materiál nádoby,KU - městská část,KU - městský obvod,KU - ulice,KU - číslo orientační,Název stanoviště,Číslo stanoviště,Typ odpadu,Kód nádoby,Počet nádob,Rajón,T1,T2,T3,T4,Provozovna,lat,long,hash
402,240 l,Plast,Jarovce,Bratislava 5,Palmová,42,89949 - Palmová /42,89949.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,7979111170
403,120 l,Plast,Jarovce,Bratislava 5,Palmová,1/D,89968 - Palmová /1/D,89968.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,5198860846
404,120 l,Plast,Jarovce,Bratislava 5,Petara Pasicha,5,89981 - Petara Pasicha /5,89981.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0684087,17.1208268,2530439397
405,240 l,Plast,Jarovce,Bratislava 5,Petara Pasicha,7,818169 - Petara Pasicha /7,818169.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0684087,17.1208268,5374940027
406,240 l,Plast,Jarovce,Bratislava 5,Pílová,7,810118 - Pílová /7,810118.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0663943,17.1154214,3443030773
407,120 l,Plast,Jarovce,Bratislava 5,Pílová,9,810287 - Pílová /9,810287.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0663943,17.1154214,4382748968
408,240 l,Plast,Jarovce,Bratislava 5,Pílová,15,810288 - Pílová /15,810288.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0663943,17.1154214,6872974349
409,240 l,Plast,Jarovce,Bratislava 5,Pílová, 18,818360 - Pílová /18,818360.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0663943,17.1154214,7806771561
410,120 l,Plast,Jarovce,Bratislava 5,Pílová,32,810293 - Pílová /32,810293.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0663943,17.1154214,6625766233
411,240 l,Plast,Jarovce,Bratislava 5,Pri tehelni,7,810298 - Pri tehelni /7,810298.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0691825,17.1247781,6599188913
412,240 l,Plast,Jarovce,Bratislava 5,Rastlinná,2,810313 - Rastlinná /2,810313.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0609165,17.1176632,1973902920
413,240 l,Plast,Jarovce,Bratislava 5,Rastlinná,9,812544 - Rastlinná /9,812544.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0609165,17.1176632,5746089989
414,240 l,Plast,Jarovce,Bratislava 5,Rastlinná,10,812545 - Rastlinná /10,812545.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0609165,17.1176632,2668638885
415,240 l,Plast,Jarovce,Bratislava 5,Rastlinná,11,812546 - Rastlinná /11,812546.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0609165,17.1176632,4226657628
416,240 l,Plast,Jarovce,Bratislava 5,Rastlinná,29,812562 - Rastlinná /29,812562.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0609165,17.1176632,4138780037
417,120 l,Plast,Jarovce,Bratislava 5,Rastlinná,"1/A,",810311 - Rastlinná /1,810311.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0609165,17.1176632,2700845788
418,120 l,Plast,Jarovce,Bratislava 5,Repková, 3,812575 - Repková /3,812575.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,398988658
419,240 l,Plast,Jarovce,Bratislava 5,Repková,5,812573 - Repková /5,812573.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,3264032048
420,120 l,Plast,Jarovce,Bratislava 5,Smaragdová,12,819048 - Smaragdová /12,819048.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0704483,17.1191249,2695419562
421,120 l,Plast,Jarovce,Bratislava 5,Smaragdová,14,818527 - Smaragdová /14,818527.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0704483,17.1191249,2899237185
422,120 l,Plast,Jarovce,Bratislava 5,Smaragdová,19,818431 - Smaragdová /19,818431.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0704483,17.1191249,2629227818
423,240 l,Plast,Jarovce,Bratislava 5,Smaragdová,23,817856 - Smaragdová /23,817856.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0704483,17.1191249,7807529360
424,240 l,Plast,Jarovce,Bratislava 5,Smaragdová, 21,817817 - Smaragdová /21,817817.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0704483,17.1191249,8077193587
425,120 l,Plast,Jarovce,Bratislava 5,Smaragdová,6/B,818625 - Smaragdová /6B,818625.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0704483,17.1191249,966529879
426,240 l,Plast,Jarovce,Bratislava 5,Trnková,5,818617 - Trnková /5,818617.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06178569999999,17.1114776,1921557585
427,120 l,Plast,Jarovce,Bratislava 5,Trnková,9,818434 - Trnková /9,818434.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06178569999999,17.1114776,1672274147
428,120 l,Plast,Jarovce,Bratislava 5,Trnková,11,815894 - Trnková /11,815894.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06178569999999,17.1114776,1066028821
429,240 l,Plast,Jarovce,Bratislava 5,Trnková,74,815902 - Trnková /74,815902.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06178569999999,17.1114776,2325535376
430,240 l,Plast,Jarovce,Bratislava 5,Trnková,80,815908 - Trnková /80,815908.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06178569999999,17.1114776,1881404105
431,240 l,Plast,Jarovce,Bratislava 5,Zeleninová,25,817423 - Zeleninova /25,817423.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,6275626969
432,120 l,Plast,Jarovce,Bratislava 5,Zeleninová,31,817426 - Zeleninová /31,817426.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,5251586599
433,120 l,Plast,Jarovce,Bratislava 5,Zeleninová,39,818185 - Zeleninová /39,818185.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,6371009858
434,240 l,Plast,Jarovce,Bratislava 5,Zeleninová,45,819167 - Zeleninová /parc.č.871/62,819167.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,2968478926
435,120 l,Plast,Jarovce,Bratislava 5,Zeleninová, ,8190841 - Zeleninová /p.č. 871/61,8190841.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,8429853370
492,120 l,Plast,Čunovo,Bratislava 5,Dlhá,84,82527 - Dlhá /84,82527.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0333501,17.1952456,497268900
493,240 l,Plast,Čunovo,Bratislava 5,Ibišteková,15,84300 - Ibištekova /15,84300.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.031348,17.1930495,3252906577
494,120 l,Plast,Čunovo,Bratislava 5,Krušpánová, 28,86632 - Krušpánová /28,86632.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0322425,17.1936255,1767728628
495,120 l,Plast,Čunovo,Bratislava 5,Zobová,3,817536 - Zobová /3,817536.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0312513,17.1961992,6530357237
680,240 l,Plast,Jarovce,Bratislava 5,Bažantnicová,1,89972 - Bažantnicová /1,89972.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0680892,17.1048953,8812366519
681,240 l,Plast,Jarovce,Bratislava 5,Bylinková,2,86270 - Kožušnícka /235/230,86270.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,9462691961
682,120 l,Plast,Jarovce,Bratislava 5,Bylinková,parc.č.235/239,8190892 - Bylinková /parc.č.235/239,8190892.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,3851243561
683,240 l,Plast,Jarovce,Bratislava 5,Fikusová,9,82981 - Fikusová /9,82981.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0660844,17.1119782,1564842033
684,240 l,Plast,Jarovce,Bratislava 5,Františka Schmuckera,9,82991 - Františka Schmuckera /9,82991.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0695412,17.1223544,581544234
685,240 l,Plast,Jarovce,Bratislava 5,Chotárna,47,84202 - Chotárna /47,84202.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06728349999999,17.1109674,1908144384
686,240 l,Plast,Jarovce,Bratislava 5,Chotárna,53,84204 - Chotárna /53,84204.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06728349999999,17.1109674,8395436970
687,240 l,Plast,Jarovce,Bratislava 5,Jantárová,5,84218 - Jantárová /5,84218.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,2919111741
688,240 l,Plast,Jarovce,Bratislava 5,Jantárová,11,84464 - Jantárová /11,84464.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,3361471829
689,240 l,Plast,Jarovce,Bratislava 5,Jantárová,21,84799 - Jantárová /21,84799.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,380600722
690,240 l,Plast,Jarovce,Bratislava 5,Jantárová,23,84801 - Jantárová /23,84801.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,2831864438
691,240 l,Plast,Jarovce,Bratislava 5,Jantárová,25,84802 - Jantárová /25,84802.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,8279185606
692,240 l,Plast,Jarovce,Bratislava 5,Jantárová,27,84804 - Jantárová /27,84804.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,134397583
693,240 l,Plast,Jarovce,Bratislava 5,Jantárová,30,84807 - Jantárová /30,84807.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,1694353184
694,240 l,Plast,Jarovce,Bratislava 5,Jantárová,38,84815 - Jantárová /38,84815.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,4133434750
695,240 l,Plast,Jarovce,Bratislava 5,Jantárová,44,84821 - Jantárová /44,84821.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,8376554635
696,240 l,Plast,Jarovce,Bratislava 5,Jantárová,45,84825 - Jantárová /45,84825.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,5575097795
697,120 l,Plast,Jarovce,Bratislava 5,Jantárová,46,84827 - Jantárová /46,84827.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,4131824664
698,240 l,Plast,Jarovce,Bratislava 5,Jozefa Mikisitsa,4,84970 - Jozefa Mikisitsa /4,84970.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0679859,17.1199117,3172716264
699,240 l,Plast,Jarovce,Bratislava 5,Jozefa Mikisitsa,7,818651 - Jozefa Mikisitsa /7,818651.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0679859,17.1199117,5765978322
700,240 l,Plast,Jarovce,Bratislava 5,Jozefa Mikisitsa,8,810294 - Jozefa Mikisitsa /8,810294.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0679859,17.1199117,7929597915
701,240 l,Plast,Jarovce,Bratislava 5,Kožušnícka,13,86017 - Kožušnícka /13,86017.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0654593,17.1073996,269510581
702,240 l,Plast,Jarovce,Bratislava 5,Kôstková,5,86277 - Kôstková /5,86277.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,3708833856
703,240 l,Plast,Jarovce,Bratislava 5,Kôstková,22,86287 - Kôstková /22,86287.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,5272565340
704,240 l,Plast,Jarovce,Bratislava 5,Kôstková,39,86305 - Kôstková /39,86305.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,9039902380
707,240 l,Plast,Jarovce,Bratislava 5,Kôstková,41,86306 - Kôstková /41,86306.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,9622344953
708,240 l,Plast,Jarovce,Bratislava 5,Kôstková,53,86313 - Kôstková /53,86313.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,1978465375
709,240 l,Plast,Jarovce,Bratislava 5,Kôstková,55,86315 - Kôstková /55,86315.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,1805117670
710,240 l,Plast,Jarovce,Bratislava 5,Ladislava Batthyányho,3,86329 - Ladislava Batthyányho /3,86329.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0689101,17.1217267,1816644365
711,240 l,Plast,Jarovce,Bratislava 5,Ladislava Batthyányho,10,86526 - Ladislava Batthyányho /10,86526.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0689101,17.1217267,8960926865
712,240 l,Plast,Jarovce,Bratislava 5,Mandľová,21,87897 - Mandľová /21,87897.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,4510011633
713,240 l,Plast,Jarovce,Bratislava 5,Morušová,14,88007 - Morušova /14,88007.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,4484718561
714,240 l,Plast,Jarovce,Bratislava 5,Morušová,15,88008 - Morušova /15,88008.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,1062977051
715,240 l,Plast,Jarovce,Bratislava 5,Morušová,16,88009 - Morušova /16,88009.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,5245223673
716,240 l,Plast,Jarovce,Bratislava 5,Oleandrová,6,88322 - Oleandrová /6,88322.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0643181,17.1080399,2646984310
717,240 l,Plast,Jarovce,Bratislava 5,Opálová,1,818467 - Opálova /1,818467.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0709506,17.1191281,7309668615
718,240 l,Plast,Jarovce,Bratislava 5,Opálová,13,818569 Opálová /13,818569.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0709506,17.1191281,2290357318
719,240 l,Plast,Jarovce,Bratislava 5,Osijecká,1/B,89488 - Osijecká /1/B,89488.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.062549,17.109901,7242507862
720,240 l,Plast,Jarovce,Bratislava 5,Ovocná,3,89556 - Ovocná /3,89556.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,5427746795
721,240 l,Plast,Jarovce,Bratislava 5,Ovocná,9,89562 - Ovocná /9,89562.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,7439511718
722,240 l,Plast,Jarovce,Bratislava 5,Ovocná,11,89808 - Ovocná /11,89808.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,3811232000
723,240 l,Plast,Jarovce,Bratislava 5,Palmová,5,89820 - Palmová /5,89820.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,3130744598
724,240 l,Plast,Jarovce,Bratislava 5,Palmová,11,89918 - Palmová /11,89918.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,5716813294
725,240 l,Plast,Jarovce,Bratislava 5,Palmová,12,89919 - Palmová /12,89919.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,7250290990
726,240 l,Plast,Jarovce,Bratislava 5,Palmová,16,89923 - Fikusová /Palmová/16,89923.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,3008821494
727,240 l,Plast,Jarovce,Bratislava 5,Palmová,17,89924 - Palmová /17,89924.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,7143514514
728,240 l,Plast,Jarovce,Bratislava 5,Palmová,25,89932 - Palmová /25,89932.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,537581997
729,240 l,Plast,Jarovce,Bratislava 5,Palmová,40,89947 - Palmová /40,89947.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,3837607830
730,240 l,Plast,Jarovce,Bratislava 5,Palmová,41,89948 - Palmová /41,89948.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,5216901603
731,240 l,Plast,Jarovce,Bratislava 5,Palmová,44,89951 - Palmová /44,89951.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,4379137688
732,240 l,Plast,Jarovce,Bratislava 5,Palmová,45,89952 - Palmová /45,89952.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,6086122276
733,240 l,Plast,Jarovce,Bratislava 5,Palmová,18/A,89969 - Palmová /18/A,89969.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,6714544989
734,240 l,Plast,Jarovce,Bratislava 5,Palmová,25/A,89970 - Palmová /25/A,89970.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,3880044408
735,240 l,Plast,Jarovce,Bratislava 5,Palmová,40/A,89971 - Palmová /40/A,89971.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,4901907769
736,240 l,Plast,Jarovce,Bratislava 5,Pave Vukoviča,1,89974 - Pave Vukoviča /1,89974.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06745369999999,17.1190401,1820493209
737,240 l,Plast,Jarovce,Bratislava 5,Petara Pasicha,8,810054 - Petara Pasicha /8,810054.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0684087,17.1208268,1824091128
738,240 l,Plast,Jarovce,Bratislava 5,Pílová,2,818412 - Pílová /2,818412.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0663943,17.1154214,1994111607
739,240 l,Plast,Jarovce,Bratislava 5,Františka Schmuckera, ,810302 - Františka Schmuckera /1,810302.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0695412,17.1223544,1319118493
740,240 l,Plast,Jarovce,Bratislava 5,Pri tehelni,9,810304 - Pílová /,810304.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0691825,17.1247781,4649253363
741,240 l,Plast,Jarovce,Bratislava 5,Semenárska,4,812578 - Semenárska /4,812578.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0656973,17.1173706,6263206817
742,120 l,Plast,Jarovce,Bratislava 5,Semenárska,9,812762 - Semenárska /9,812762.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0656973,17.1173706,6697600559
743,240 l,Plast,Jarovce,Bratislava 5,Semenárska,13,813441 - Semenárska /13,813441.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0656973,17.1173706,7479368307
744,240 l,Plast,Jarovce,Bratislava 5,Semenárska,22,813448 - Semenárska /22,813448.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0656973,17.1173706,2528410365
745,240 l,Plast,Jarovce,Bratislava 5,Semenárska,26,813451 - Semenárska /26,813451.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0656973,17.1173706,2532632095
746,240 l,Plast,Jarovce,Bratislava 5,Semenárska,30,813455 - Semenárska /30,813455.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0656973,17.1173706,1857283719
747,240 l,Plast,Jarovce,Bratislava 5,Semenárska, 1/B,813461 - Semenárska / ,813461.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0656973,17.1173706,6335748272
748,240 l,Plast,Jarovce,Bratislava 5,Semenárska,4/A,818518 - Semenárska /4/A,818518.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0656973,17.1173706,107121348
749,240 l,Plast,Jarovce,Bratislava 5,Slavónská,1,815913 - Slavónska /1,815913.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0630333,17.1107016,7995561753
750,240 l,Plast,Jarovce,Bratislava 5,Smaragdová,6,817944 - Smaragdová /6C,817944.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0704483,17.1191249,2455893282
751,240 l,Plast,Jarovce,Bratislava 5,Smaragdová,8C,818647 - Smaragdova /8C,818647.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0704483,17.1191249,5315940494
752,120 l,Plast,Jarovce,Bratislava 5,Zamatová,594/1,817218 - Zamatová /594/1,817218.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,8764026030
753,240 l,Plast,Jarovce,Bratislava 5,Zeleninová,27,817424 - Zeleninova /27,817424.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,219874715
754,120 l,Plast,Jarovce,Bratislava 5,Zeleninová,24,818788 - Zeleninová / parc. č. 871/69,818788.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,9779000777
755,240 l,Plast,Jarovce,Bratislava 5,Zeleninová, ,819142 - Zeleninová /32,819142.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,7934016832
1075,240 l,Plast,Petržalka,Bratislava 5,Vranovská,27,2640 - Vranovská 0/27,2640.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1240989,17.0940024,8721160413
1201,240 l,Plast,Čunovo,Bratislava 5,Krušpánová,25,86628 - Krušpánová / ,86628.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0322425,17.1936255,3209311387
1216,240 l,Plast,Jarovce,Bratislava 5,Chotárna,59,8190917 - Chotárna /59,8190917.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06728349999999,17.1109674,4319038795
1217,240 l,Plast,Jarovce,Bratislava 5,Kôstková,415/44,86320 - Kôstková /415/44,86320.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,9034302678
1218,240 l,Plast,Jarovce,Bratislava 5,Opálová,4,818567 - Opálová /4,818567.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0709506,17.1191281,2602245568
1480,120 l,Plast,Čunovo,Bratislava 5,Cezmínová,4,8190915 - Cezmínová /4,8190915.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0311763,17.194946,6101941829
1604,120 l,Plast,Petržalka,Bratislava 5,Dargovská,51,22296 - Dargovská /51,22296.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1202687,17.0897652,8345266468
1605,240 l,Plast,Petržalka,Bratislava 5,Dargovská,63,22298 - Dargovská /63,22298.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1202687,17.0897652,9964474502
1606,120 l,Plast,Petržalka,Bratislava 5,Handlovská,1,22391 - Handlovská /1,22391.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,3949178306
1607,240 l,Plast,Petržalka,Bratislava 5,Handlovská,2,22392 - Handlovská /2,22392.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,6764195082
1608,240 l,Plast,Petržalka,Bratislava 5,Handlovská,4,22393 - Handlovská /4,22393.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,2064250724
1609,120 l,Plast,Petržalka,Bratislava 5,Handlovská,5,22394 - Handlovská /5,22394.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,5733599633
1610,240 l,Plast,Petržalka,Bratislava 5,Handlovská,7,22396 - Handlovská /7,22396.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,8034441572
1611,120 l,Plast,Petržalka,Bratislava 5,Handlovská,8,22397 - Handlovská /8,22397.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,5373300829
1612,240 l,Plast,Petržalka,Bratislava 5,Handlovská,12,22399 - Handlovská /12,22399.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,6178730171
1613,120 l,Plast,Petržalka,Bratislava 5,Handlovská,35,22411 - Handlovská /35,22411.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,1667020466
1614,240 l,Plast,Petržalka,Bratislava 5,Handlovská,38,23072 - Handlovská /23,23072.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,3887223900
1615,120 l,Plast,Petržalka,Bratislava 5,Handlovská,39,22412 - Handlovská /39,22412.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,7480268283
1616,240 l,Plast,Petržalka,Bratislava 5,Handlovská,45,22414 - Handlovská /45,22414.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,6802958436
1617,240 l,Plast,Petržalka,Bratislava 5,Handlovská,33/A,22410 - Handlovská /33,22410.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1266325,17.093808,1582435026
1618,120 l,Plast,Petržalka,Bratislava 5,Hrobárska,3,22445 - Hrobárska /3,22445.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.11823500000001,17.0887738,1779355581
1619,120 l,Plast,Petržalka,Bratislava 5,Jaroslavova,10,22461 - Jaroslavova /10,22461.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1278276,17.0919436,5284845292
1620,120 l,Plast,Petržalka,Bratislava 5,Jaroslavova,12,22464 - Jaroslavova /12,22464.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1278276,17.0919436,2985616674
1621,240 l,Plast,Petržalka,Bratislava 5,Jaroslavova,19,22469 - Jaroslavova /19,22469.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1278276,17.0919436,117600356
1622,240 l,Plast,Petržalka,Bratislava 5,Kežmarské námestie,5,22506 - Kežmarské nám. /5,22506.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1268414,17.0914906,6063282603
1623,120 l,Plast,Petržalka,Bratislava 5,Klokočova,41,23110 - Klokočova /41,23110.0,BRO,204.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.13577919999999,17.1200495,6066849526
